input,course,feeling,wordlimit,output
請生成訓練需求與成效評估課程的正面心得並限制在90字內,訓練需求與成效評估,正面,90,老師跟媽媽一樣人很Nice，課程會一步一步帶我們了解訓練需求與成效評估，包含組織分析、任務分析、個人分析、Kirkpatrick......等！對於剛接觸人資的大學生來說非常適合~
請生成討論與辯論（一）課程的正面心得並限制在81字內,討論與辯論（一）,正面,81,這堂辯論課真的就是用英語辯論，一開始大家都對這堂課很緊張，但老師蠻好的，在辯論中講什麼老師都會說講的很好，並給很多鼓勵，而辯論的主題是老師決定，然後讓大家去選的。
請生成能源應用技術（一）課程的正面心得並限制在82字內,能源應用技術（一）,正面,82,初步了解電器設備量測（包含分離式冷氣機，變頻整體式冷氣機，定頻分離式冷氣機，電冰箱，大型冷凍庫，冰溫熱開飲機，除濕機），學習空氣線圖、莫利爾線圖以及風速計使用方式。
請生成特殊教育導論課程的正面心得並限制在82字內,特殊教育導論,正面,82,上這堂課能感覺到老師真的是很有愛心、對教學很有熱誠，雖然規定有一點多，下課時間也比較短，但上課蠻輕鬆的，老師也會準備許多的教具讓大家觀看，考試的部分不會很難，線上考
請生成桌球(上)課程的正面心得並限制在82字內,桌球(上),正面,82,老師會很認真的集合大家學習桌球相關的基礎，並且會很及時的糾正學生們錯誤的動作，讓學生的基礎可以更扎實，上完這堂體育課可以從原本不會打桌球，變成漸漸地可以跟人家對打。
請生成旅行文學課程的正面心得並限制在69字內,旅行文學,正面,69,老師本身就是研究旅行文學這方面的，絕對有品質保證。而且，室如給分也甜，就算是外系的人也可以來上她的課～因為真的可以學到很多，大大推推！！！
請生成哲學入門課程的正面心得並限制在61字內,哲學入門,正面,61,老師人很好，整體上課滿輕鬆有趣的，這學期沒有分組報告，只是上課時老師會講一些問題讓同學討論而已。多跟老師互動就應該會有A+
請生成個人投資理財課程的負面心得並限制在90字內,個人投資理財,負面,90,考試驚喜包真的太雷，害我氣到還沒期末就想發文，結果期末評鑑打完一看成績差點腦溢血，不可能，沒可能！！！！我做了快200頁的小組簡報美編！！！除了確診只請假一次這樣B+！！！（破音）
請生成個人投資理財課程的負面心得並限制在94字內,個人投資理財,負面,94,上課最累的地方是老師會突然考試，而且考試內容都是簡答題，需要花一點時間寫，而上課也常常會點名，助教都不只點一次，會讓助教按照位置點名，避免有人中途離開或翹課，這部分有點嚴格，但習慣了就還好
請生成食物學實驗課程的負面心得並限制在104字內,食物學實驗,負面,104,會在課程上學到地瓜圓、蔥油餅、碗粿、豆花等小吃的製作方法，假如畢業後走投無路，可以去夜市擺攤維持生計。課程最困難的部分不是撰寫結報到半夜，也不是做實驗，是忍受老師的碎碎念，尤其是位置在老師前面的幾組，辛苦了。
請生成食物學課程的正面心得並限制在82字內,食物學,正面,82,學到各種食物的知識，可以運用在生活上。這堂課有大量知識需要記憶，因此需要再花點時間統整內容。期中期末一些必考內容老師會在上課中提到。期末會考一個辨識蔬菜的隨堂小考。
請生成飛盤運動課程的正面心得並限制在98字內,飛盤運動,正面,98,每堂課都會點名，很適合飛盤初學者，一開始會先學基本的飛盤動作，正手反手等。 之後也會分組進行飛盤競賽超好玩的，每次都很期待課堂最後的比賽，但是要一直跑步會有一點累。 很多人修完都還會一直重複選修~
請生成重量訓練初級課程的正面心得並限制在67字內,重量訓練初級,正面,67,老師會給重點，從裡面出，東西算滿多，但不難，題目用抽籤的，器械講解也是用抽的，兩個會一起考打分數，我拿89，助教人很好，會考到你過為止
請生成重量訓練初級課程的正面心得並限制在85字內,重量訓練初級,正面,85,1. 學到怎麼用正確的方法做重訓以防受傷、認識了同樣有在訓練的的朋友，每週一下午都很快樂 2. 期初到期末，肌肉量共提升1.2公斤左右 3. 透過訓練，心靈變得更加強韌了
請生成重量訓練(下)課程的正面心得並限制在100字內,重量訓練(下),正面,100,台科的重訓課訓練場所因器材老舊且場地小以及在地下室夏天時總有許多蚊子等問題，可能會讓學生沒這麼喜歡，但老師人超級好，期末也只要我們拍影片證明我們有保持運動習慣就行，有時候也會不定期放假讓我們自主訓練。
請生成重度與多重障礙課程的正面心得並限制在100字內,重度與多重障礙,正面,100,春瑜老師非常專業，在老師的談吐中可以感受到老師在國內外多年與重度與多重障礙的相處、互動經驗，可以將議題帶入課堂討論，是一堂需要反思和源源不絕想法的課程，課後報告需小組活動，非常需要組員積極配合與參與。
請生成計算機概論課程的正面心得並限制在91字內,計算機概論,正面,91,這堂課會一直用到 MIT App Inventor，助教會拍一些教學影片，要自己回去看完。上課的時候會實作練習，如果不會的話助教也都很有耐心的教導！考試我覺得有點難，要認真準備一下！
請生成計量地理課程的正面心得並限制在84字內,計量地理,正面,84,統計學的相關內容，包含各種檢定還有excel作業增強應用的能力，檢定的部分包含甚廣，會講解例如Anova、有母數、無母數檢定等等，同時也有期中考和期末考，幫助學生複習。
請生成英語演講：英語簡報課程的負面心得並限制在80字內,英語演講：英語簡報,負面,80,有一次即興演講，主題是當場抽，超級緊張的，而且主題都超奇怪，需要很多想像力的那種，期中有一次職業相關的演講，需上台說服大家為什麼自己適合那份職業，需要做很多資料
請生成英語會話（二）課程的正面心得並限制在108字內,英語會話（二）,正面,108,老師真的是系上最可愛的老師，很多時候會像媽媽一樣講不停，重複提醒大家很多東西，不管何時遇到老師，老師都維持著最溫暖的笑容，而這堂課負擔其實不太重，作業都很像國小學生就能完成的，大家基本上都上的很快樂，超級推薦的會話課
請生成英語會話（一）課程的正面心得並限制在144字內,英語會話（一）,正面,144,"這門課會介紹關於英語會話的技巧，包括 conversation openers, disclaimers, rejoinders, open questions, fillers, self-disclosure, pre-closings. 也會簡單介紹台灣和北美的日常會話的文化差異。"
請生成英文（三）科技英文課程的正面心得並限制在60字內,英文（三）科技英文,正面,60,推薦給對科學有興趣的同學!你們會學到很多!(尤其是理工科的啊！你們應該會覺得很親切，就算是文組生來修應該也可以拉，哈哈)
請生成英文(一)課程的正面心得並限制在250字內,英文(一),正面,250,培養學生獨立思考的以及思辨能力很重要，但這些都是課堂上鮮少會教的事，可能因為Eric從小都在美國讀書，所以他也把這樣子的教學模式帶來這堂課上，透過組員間不同的意見創造出的火花會帶來台灣傳統學習環境很難達成的學習效果。透過查詢國外新聞文稿、自己統整這些資料再用英文表達出自己的看法，的確會增加學生的英文能力。 但其實有時候我們討論出的答案並不是Eric想要的答案，這時候就會被退回去，然後還要再重新思考Eric心裡說預設的答案到底是什麼？這個部分確實就有點再浪費時間，有時候甚至會到下課都還沒討論出來。
